0.4388	5
0.3693	8
0.4062	7
0.3099	9
0.6066	7
0.7747	10
0.7457	8
0.2088	1
0.4528	10
0.1681	5
0.5094	10
0.9908	5
0.9104	0
0.176	5
0.8647	4
0.4407	4
0.6514	8
0.868	1
0.1861	3
0.653	4
0.8202	5
0.5739	6
0.9699	4
0.6486	9
0.8292	6
0.776	9
0.4057	9
0.3272	7
0.2073	8
0.4141	1
0.7228	1
0.0496	10
0.977	10
0.7354	6
0.8091	0
0.8822	5
0.9399	2
0.0488	9
0.3132	9
0.2479	9
0.1208	9
0.0075	9
0.9963	2
0.4193	3
0.2261	4
0.503	10
0.6881	1
0.6079	4
0.4084	1
0.0963	8
0.215	5
0.7416	1
0.9706	9
0.9167	6
0.1178	10
0.4143	5
0.5623	7
0.4271	8
0.2305	1
0.3747	0
0.7585	1
0.8582	4
0.5422	6
0.1517	9
0.8849	6
0.9767	1
0.5121	6
0.8806	4
0.6913	2
0.3252	4
0.9534	8
0.2269	9
0.2789	7
0.1372	4
0.4383	0
0.7882	4
0.9682	4
0.4033	0
0.3299	3
0.2319	4
0.9605	5
0.4153	3
0.7239	0
0.3609	10
0.5543	0
0.5031	1
0.6777	5
0.4685	7
0.2431	6
0.239	5
0.6588	6
0.5084	0
0.7066	0
0.9014	0
0.3211	8
0.1985	5
0.2195	6
0.8724	1
0.3148	0
0.6609	8
0.0807	9
0.6886	6
0.2109	10
0.2624	8
0.3029	8
0.8791	10
0.9918	2
0.4587	9
0.9587	1
0.8586	0
0.3408	2
0.7353	0
0.4661	4
0.8037	1
0.5545	1
0.5689	6
0.0827	5
0.0164	3
0.7195	4
0.3679	2
0.1423	3
0.5609	10
0.0694	6
0.06	9
0.0705	1
0.4982	2
0.7338	4
0.4941	9
0.3724	8
0.4315	8
0.319	2
0.3388	3
0.1323	5
0.4985	6
0.5039	10
0.6131	0
0.0184	1
0.3373	4
0.7492	4
0.9234	10
0.2364	9
0.5239	0
0.4646	9
0.1283	8
0.6636	6
0.5734	6
0.4526	1
0.1459	10
0.1285	7
0.6286	9
0.7825	4
0.8921	4
0.4013	10
0.5718	5
0.5636	2
0.878	9
0.3646	2
0.0366	10
0.4104	2
0.2811	6
0.3307	2
0.6762	9
0.2326	0
0.7689	1
0.4181	8
0.0351	3
0.6236	8
0.6824	6
0.9421	8
0.817	1
0.1685	8
0.2494	4
0.2661	3
0.3242	5
0.5462	10
0.8447	4
0.9892	6
0.4151	2
0.6845	3
0.4353	6
0.8831	3
0.566	2
0.6669	4
0.0237	9
0.4415	2
0.1256	0
0.8557	9
0.8345	0
0.2023	5
0.1675	9
0.9875	10
0.0667	1
0.843	9
0.9453	10
0.226	1
0.5871	2
0.517	0
0.0232	8
0.5874	4
0.4456	10
0.8996	3
0.327	5
0.4656	5
0.4194	7
0.6434	5
0.214	6
0.6396	5
0.1562	5
0.5209	4
0.7061	4
0.6514	1
0.345	4
0.9751	4
0.6625	2
0.3823	3
0.0258	6
0.2318	5
0.971	2
0.6024	3
0.3736	5
0.7437	2
0.7134	1
0.8849	9
0.8918	5
0.5475	10
0.1137	0
0.8766	10
0.2372	3
0.3565	5
0.3233	5
0.9314	5
0.9492	0
0.8165	5
0.2884	1
0.436	9
0.6872	0
0.6568	8
0.3251	9
0.1267	10
0.4291	7
0.1151	5
0.2741	9
0.0431	2
0.9766	9
0.4348	2
0.4925	1
0.491	0
0.7278	3
0.0744	3
0.599	6
0.0083	1
0.246	8
0.7901	4
0.8025	7
0.9943	8
0.9048	6
0.7792	5
0.3358	6
0.2325	5
0.3571	7
0.1112	1
0.539	7
0.705	8
0.6959	5
0.1771	2
0.1891	5
0.2489	7
0.7616	2
0.3393	6
0.9211	2
0.9683	8
0.9024	0
0.668	0
0.151	8
0.5569	6
0.3903	9
0.0444	6
0.5221	7
0.4365	0
0.3463	1
0.1736	8
0.1201	9
0.8824	6
0.6951	0
0.2058	9
0.7817	0
0.6714	5
0.3186	10
0.862	2
0.6711	6
0.9958	9
0.7359	10
0.4478	9
0.4541	3
0.8077	5
0.2769	3
0.33	7
0.6905	1
0.9988	2
0.013	10
0.5377	4
0.1136	4
0.4479	7
0.3133	1
0.875	6
0.5342	8
0.7569	6
0.3422	4
0.1103	10
0.7987	4
0.7668	1
0.3945	9
0.8766	5
0.2967	8
0.0625	4
0.6013	6
0.7028	8
0.7702	3
0.8918	5
0.7466	6
0.0087	6
0.4774	2
0.3294	0
0.4071	0
0.3874	5
0.0541	3
0.8523	6
0.2156	7
0.7018	2
0.6169	10
0.3639	3
0.2	8
0.2361	6
0.9514	6
0.0927	0
0.0002	7
0.1437	9
0.5901	4
0.6232	5
0.8773	7
0.0234	3
0.2516	9
0.6083	8
0.918	9
0.5896	9
0.4164	5
0.7562	5
0.2385	7
0.1188	5
0.2367	10
0.0557	6
0.4445	10
0.4776	0
0.8025	4
0.1281	10
0.3792	10
0.2086	2
0.4684	6
0.4096	4
0.7012	0
0.1099	2
0.71	3
0.0978	5
0.3564	8
0.2721	9
0.5501	5
0.6062	6
0.963	6
0.1857	6
0.6611	6
0.0655	5
0.8886	9
0.7721	3
0.9328	8
0.0477	1
0.8765	3
0.4296	3
0.7244	9
0.7227	7
0.8961	2
0.0149	10
0.1476	9
0.8141	5
0.4406	10
0.2595	0
0.155	5
0.0768	6
0.1502	7
0.713	0
0.1923	9
0.5365	10
0.6449	10
0.9997	8
0.8023	5
0.2275	9
0.4712	3
0.0394	3
0.9553	8
0.9467	6
0.6686	2
0.2125	0
0.5132	6
0.6791	3
0.9297	8
0.5945	4
0.1404	6
0.7358	10
0.1523	8
0.8267	4
0.5168	9
0.1682	9
0.3602	3
0.303	0
0.5122	7
0.4091	1
0.3111	8
0.5651	6
0.1433	2
0.0559	5
0.2651	4
0.154	2
0.9537	7
0.4715	4
0.6101	9
0.7867	1
0.3462	5
0.6291	1
0.5656	6
0.0014	7
0.0453	4
0.0964	4
0.5374	3
0.8681	1
0.5747	8
0.1711	2
0.8934	0
0.0511	0
0.8712	9
0.3009	2
0.0199	4
0.4812	5
0.2803	10
0.0786	8
0.2185	2
0.2319	10
0.8787	1
0.0444	10
0.558	8
0.123	6
0.084	4
0.4461	10
0.0986	1
0.0269	10
0.8109	7
0.8476	8
0.583	8
0.1895	3
0.5177	9
0.306	0
0.5674	8
0.0935	7
0.2693	0
0.8144	10
0.7641	5
0.2537	8
0.0072	7
0.4068	6
0.1762	7
0.6772	1
0.259	10
0.7193	10
0.2504	7
0.7388	3
0.4153	9
0.3902	10
0.1931	3
0.0656	10
0.4161	6
0.705	1
0.8864	3
0.6328	4
0.4809	1
0.0559	9
0.0924	8
0.6408	7
0.9638	4
0.8692	0
0.258	3
0.6313	10
0.6876	1
0.8024	8
0.4232	6
0.153	7
0.4289	5
0.7174	2
0.0599	1
0.1587	7
0.1908	3
0.53	10
